,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityPartRange,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasGuestRoom,price
3177,14933,56,1,1,100,4,2020,1,1,4788,316,587,7,1500885.0
3178,54323,79,0,1,83,9,2015,0,0,6116,8177,970,1,5442454.5
3179,92204,27,1,0,33,8,2008,0,1,2390,2590,516,10,9226065.8
3180,3314,3,1,1,3,1,2014,0,0,9251,169,978,0,336316.4
3181,17466,80,0,0,51,9,2005,0,0,6862,4415,444,1,1751126.5
3182,17389,98,1,0,30,8,2008,1,0,1922,9714,387,3,1744561.8
3183,23444,72,0,1,62,2,2019,0,1,3821,4186,348,4,2349143.9
3184,24097,42,0,1,31,8,1991,1,1,1222,7433,218,1,2416228.1
3185,59850,12,1,0,18,3,2006,0,0,3447,2845,670,10,5990534.6
3186,88387,59,1,0,40,8,1994,0,0,2808,9635,494,3,8845142.4
3187,17671,45,1,1,88,1,2001,0,0,8916,3910,775,3,1777405.1
3188,8537,59,1,0,49,9,1998,1,1,3152,3491,238,7,859540.8
3189,19183,18,0,0,41,2,2004,1,0,7151,5616,470,3,1919702.4
3190,74178,54,1,0,36,6,2016,0,1,5497,6167,872,9,7424829.6
3191,10562,38,1,0,14,4,2014,0,0,7767,1842,542,1,1058582.4
3192,77339,55,0,1,50,7,2008,1,1,6408,8625,748,8,7741650.8
3193,9842,92,1,0,1,8,2009,0,0,7593,2586,520,10,987460.9
3194,39477,84,0,0,22,8,1993,1,0,2103,9193,859,5,3948983.3
3195,22482,95,0,0,87,6,1997,0,0,9933,1563,926,8,2256703.7
3196,26592,72,0,1,49,8,1992,1,0,6614,1414,752,10,2667272.2
3197,27008,9,0,1,96,8,2013,0,0,1759,2156,665,7,2714052.3
3198,48768,37,1,1,86,9,2016,0,0,2302,9038,411,6,4887404.6
3199,81967,13,1,0,86,7,2003,0,0,1913,2916,163,1,8208953.3
3200,94845,37,1,1,98,3,2000,1,1,5484,6419,122,0,9494690.0
3201,22451,98,0,1,37,2,1990,0,1,3714,2551,557,2,2250405.0
3202,89087,2,0,1,44,7,2007,1,0,8225,8734,852,1,8914578.7
3203,4881,78,0,0,96,1,2007,0,0,6456,7884,712,6,493342.7
3204,31484,95,1,0,73,5,2010,0,0,517,1825,861,0,3158232.0
3205,42616,83,0,1,97,6,1996,0,0,7206,2319,489,1,4272292.6
3206,99840,13,1,0,40,4,2002,0,0,8071,5206,701,4,9988738.2
3207,67360,55,0,1,42,3,2003,0,0,6775,4975,448,6,6742928.3
3208,70010,92,1,1,29,1,2011,1,1,9689,7179,900,1,7008509.1
3209,23228,16,0,0,18,3,2013,0,1,3513,1392,563,3,2324503.3
3210,67055,85,1,0,70,8,2011,0,0,4388,6604,693,9,6712487.1
3211,39758,19,1,1,2,9,2011,1,0,9954,9859,823,0,3983187.1
3212,47618,53,1,0,98,9,1996,1,1,7883,8714,137,4,4765943.6
3213,39897,78,1,1,34,8,2019,1,1,6857,1567,877,9,3998497.9
3214,49729,3,1,0,89,9,1991,1,1,1545,4051,443,0,4984739.1
3215,86564,12,1,1,17,5,2014,0,0,5488,4281,175,1,8664807.4
3216,7426,29,0,0,59,10,2013,0,1,6817,568,786,5,748575.3
3217,97110,72,0,0,77,1,1993,0,0,1464,4241,428,8,9718256.3
3218,83738,35,0,1,39,7,2010,0,1,824,2170,424,2,8379855.0
3219,77716,85,0,0,28,7,2006,1,0,2286,4964,968,5,7773638.6
3220,88251,56,0,0,30,7,2011,1,0,6309,2546,336,6,8828611.1
3221,38800,99,0,0,53,1,2003,1,1,6536,6725,149,0,3883353.3
3222,54789,36,0,0,47,6,2005,0,1,1180,7969,442,9,5480117.5
3223,99099,42,1,1,31,10,2005,1,1,4838,1739,535,9,9915651.5
3224,77018,26,0,0,63,1,2015,1,1,6578,8672,540,6,7704215.5
3225,69707,67,1,1,58,6,2005,0,0,1397,8149,458,3,6977217.5
3226,84211,28,0,1,66,3,1996,1,0,4313,1242,133,2,8426333.6
3227,59752,83,0,1,86,10,1995,0,0,4550,7609,246,0,5987095.5
3228,37815,67,0,0,26,4,2005,0,1,5008,7152,518,0,3783946.5
3229,18681,89,1,1,18,9,2001,1,1,1036,5526,356,5,1876356.1
3230,28285,28,1,0,97,4,2006,0,0,8041,8084,118,1,2840774.6
3231,59773,42,0,0,18,7,1999,1,0,7426,9213,757,10,5978589.9
3232,87566,38,1,0,15,9,2008,0,0,4781,5281,354,6,8759575.8
3233,58801,69,1,1,100,7,2016,1,1,3810,378,136,1,5891738.6
3234,6454,29,0,0,63,4,1996,0,1,9136,3205,365,2,646692.6
3235,87590,42,1,0,29,7,2021,0,1,5863,4058,635,1,8764908.1
3236,25532,94,0,0,25,5,2006,1,1,6959,4906,235,3,2555050.6
3237,15791,20,1,1,7,9,1996,1,0,785,5340,322,7,1583248.6
3238,32737,24,0,0,98,8,1995,1,0,9526,8248,942,10,3278517.5
3239,74097,11,0,0,29,1,2003,1,1,1337,9731,588,7,7411597.3
3240,24995,59,1,1,95,7,2009,0,1,6515,5027,837,3,2511825.9
3241,13591,18,1,0,28,6,1990,1,1,1561,5983,735,4,1367021.0
3242,77100,83,1,1,63,8,2004,0,1,6924,3127,107,8,7719293.4
3243,21189,23,0,0,83,5,1994,0,1,8252,8668,209,3,2126521.4
3244,28195,80,0,0,80,1,1995,0,0,1274,5675,984,5,2826549.5
3245,92363,66,0,1,68,1,2013,1,1,2054,186,551,5,9242507.3
3246,31752,69,1,1,27,3,1997,1,1,244,7808,576,7,3181933.7
3247,94966,64,1,0,56,4,2010,0,0,1360,263,237,1,9505250.0
3248,35493,27,1,1,100,1,1997,1,1,8212,5585,777,2,3558407.7
3249,78152,6,0,1,21,7,2005,1,0,5218,6251,562,3,7819761.5
3250,13874,91,1,0,8,5,1992,0,1,4886,6859,325,4,1393115.2
3251,74893,14,0,0,37,2,2015,1,1,4325,5764,195,7,7490630.5
3252,36314,100,1,1,42,7,2008,0,0,5745,1273,146,5,3638453.8
3253,34804,35,0,1,37,9,1991,0,1,5165,3601,256,3,3484349.1
3254,33783,24,1,1,7,1,1993,1,1,928,8369,824,4,3384758.3
3255,47739,40,0,1,40,3,2007,1,1,9446,7432,955,0,4782451.7
3256,39108,64,1,0,67,1,2020,0,0,9251,2300,568,5,3915608.0
3257,36823,16,0,1,36,4,2002,0,0,5808,5586,989,9,3687131.2
3258,88221,94,0,1,51,8,2004,1,0,8436,4823,945,5,8828225.4
3259,78977,96,0,1,58,4,2004,1,1,9457,2583,116,3,7906006.4
3260,99680,12,1,0,69,10,1997,1,0,1970,9590,511,2,9978509.7
3261,5658,56,1,0,97,8,1999,0,1,1418,7786,712,1,577145.9
3262,15526,11,0,0,32,6,2013,0,0,5840,8571,203,1,1555821.3
3263,62964,16,0,0,13,10,1990,0,1,7792,1247,778,4,6298222.0
3264,89172,65,0,0,84,9,2016,1,0,2187,3283,769,4,8919647.6
3265,111,32,0,1,34,1,2003,1,0,2239,2795,951,7,14431.3
3266,43467,34,1,0,22,2,1998,1,0,4340,2690,738,6,4350497.8
3267,35112,98,0,1,47,1,2002,0,1,9387,8759,404,10,3515831.2
3268,6600,61,0,0,72,2,1994,0,0,8513,5113,587,8,667067.4
3269,46709,69,0,0,86,6,1996,0,1,3928,7379,925,3,4680113.6
3270,6856,55,1,0,22,2,2007,0,0,8070,9026,211,6,689679.7
3271,7148,50,0,1,51,10,2014,1,0,2714,4720,390,0,723077.4
3272,53062,91,1,1,13,5,1990,0,0,3263,7543,469,3,5313492.0
3273,43159,96,0,0,43,4,1994,0,1,6151,1888,975,10,4318950.4
3274,40705,74,1,1,52,10,1991,0,0,9802,894,736,9,4080567.1
3275,86419,3,0,0,51,9,1996,1,0,5149,176,284,9,8645299.6
3276,37225,64,1,1,10,9,1995,1,0,7069,552,762,0,3729838.5
3277,13912,15,1,1,65,9,1995,1,0,6588,9320,245,8,1399630.5
3278,12228,84,1,1,20,9,2011,0,1,6733,1473,745,6,1227403.1
3279,873,11,0,0,51,6,2005,0,1,6353,9736,860,1,92386.5
3280,77472,32,0,0,68,3,2001,0,0,455,8767,739,3,7749318.1
3281,55812,95,1,0,34,8,2011,0,0,622,4683,339,8,5584760.1
3282,56730,16,0,0,58,7,1993,1,0,3300,528,357,9,5674735.3
3283,33002,61,1,1,10,7,1995,0,0,7427,5746,547,6,3307651.5
3284,3929,61,1,1,87,7,1993,0,1,1270,5682,590,9,398525.3
3285,66744,40,1,0,44,4,2011,1,1,8949,6510,851,10,6681155.1
3286,92759,25,0,1,83,8,2020,1,0,7449,6371,386,9,9279850.0
3287,4117,95,1,1,74,4,1990,1,1,7965,8229,695,0,424791.0
3288,65476,3,0,1,62,2,1990,1,1,1740,8397,537,6,6554554.0
3289,50404,92,0,0,15,10,1991,1,0,8257,4243,999,0,5042499.1
3290,85421,62,0,0,23,9,2006,1,0,1226,9662,206,5,8543272.6
3291,54226,21,0,0,36,4,1999,1,0,6779,1732,438,8,5426007.9
3292,56287,87,0,1,91,4,2000,0,0,7958,7785,160,1,5637555.0
3293,84340,37,1,0,28,10,2007,0,1,7776,8458,309,0,8437869.7
3294,57577,17,0,0,24,7,2013,0,0,789,1481,451,1,5759307.3
3295,27451,80,0,1,20,4,2015,0,0,934,3608,354,9,2747145.5
3296,79814,41,0,0,98,4,2004,1,1,6907,6416,871,0,7987492.4
3297,53894,15,1,0,58,9,2019,1,1,2037,3841,275,3,5396620.9
3298,36095,34,1,1,32,10,1995,1,1,9812,1245,375,3,3617203.5
3299,93290,54,1,1,60,2,2001,0,1,3029,8805,613,6,9335722.1
3300,16478,5,1,0,64,8,2009,1,0,8696,6919,396,9,1651205.9
3301,68482,51,1,0,35,9,2021,1,0,3562,4808,603,6,6853208.1
3302,23614,53,1,0,90,4,2020,1,1,1199,5240,671,8,2368476.0
3303,73692,80,1,0,20,10,1992,0,1,5200,5513,520,7,7375143.2
3304,46227,32,1,1,36,3,1993,1,0,648,5911,886,3,4632832.3
3305,57454,35,0,0,90,1,1998,1,0,1554,7710,576,7,5753949.8
3306,18929,79,1,0,76,1,2009,0,1,8750,4616,682,0,1899066.9
3307,20572,37,1,0,13,3,2004,0,0,5688,3570,259,3,2059597.4
3308,18012,30,0,0,46,2,1991,0,1,5994,4795,217,5,1804873.1
3309,59361,29,0,0,76,3,2010,1,0,5418,5831,827,0,5942427.0
3310,85444,35,0,1,97,9,2002,0,1,366,3582,901,5,8553656.2
3311,64265,50,1,0,44,4,1998,0,1,8217,3500,450,7,6430203.8
3312,1986,44,1,0,79,4,2020,1,1,8776,2454,213,10,207433.0
3313,16999,65,0,0,1,3,1996,1,0,8988,7189,183,10,1700539.6
3314,68912,26,1,1,33,9,1990,0,0,6392,2493,342,8,6902784.0
3315,59986,57,1,0,17,2,2008,0,0,3483,7458,149,10,6004309.8
3316,45426,64,0,0,9,2,1994,0,1,3929,151,500,6,4543837.4
3317,28347,40,0,0,81,6,2011,1,0,8801,4414,287,1,2843096.1
3318,15124,68,0,0,56,10,2012,1,0,3556,4072,177,3,1514981.2
3319,72495,90,0,1,55,8,1990,0,1,5340,9491,361,8,7255630.0
3320,39097,32,0,1,18,4,2011,1,0,5244,6754,932,1,3915258.1
3321,45958,17,0,1,7,7,2002,0,0,4200,5699,158,0,4597561.2
3322,11898,67,0,0,10,9,2000,1,0,868,4894,404,8,1191000.0
3323,54901,65,0,1,71,2,1994,1,0,3885,6057,380,10,5499856.4
3324,18198,25,0,1,66,9,2009,1,0,4239,6223,782,2,1828162.9
3325,98149,91,0,1,24,8,2008,1,1,4751,7622,549,5,9820073.8
3326,94491,76,1,1,37,6,1998,1,0,1364,3514,823,10,9456801.8
3327,63261,94,0,0,6,2,1995,1,1,537,4300,742,5,6327015.5
3328,77990,97,1,0,93,10,2017,0,1,9478,6670,445,10,7809156.7
3329,4827,90,0,1,11,2,1993,1,0,4233,7138,541,8,486479.3
3330,50472,71,1,1,39,1,2021,0,0,1789,9426,619,3,5055489.1
3331,51798,99,0,0,56,10,2014,0,1,5422,6885,653,3,5185741.4
3332,29431,69,1,1,30,6,2017,0,0,6501,9600,946,9,2950835.7
3333,52915,63,1,0,97,3,1996,1,0,544,9576,480,8,5302289.6
3334,47831,78,0,0,99,5,2012,0,1,7449,2899,457,5,4792760.2
3335,24511,39,0,0,42,8,2015,1,1,4237,7894,185,4,2454663.5
3336,33612,29,0,0,22,6,1995,1,1,5058,4116,182,7,3364167.5
3337,52223,81,1,0,93,9,1993,1,1,9211,8361,763,10,5232399.3
3338,98796,32,0,0,68,8,1997,0,1,3347,3894,835,6,9885975.7
3339,2770,36,1,1,86,3,2017,1,1,6653,2988,114,3,285402.7
3340,58108,25,0,1,79,5,2018,0,1,8054,4395,793,3,5822178.8
3341,1933,57,0,0,18,2,2011,1,1,9381,2689,382,9,194307.1
3342,78046,5,0,0,62,6,2005,1,1,4371,5277,478,3,7810522.5
3343,81425,17,1,0,99,4,1992,1,1,9406,1683,114,8,8154947.2
3344,74709,32,1,0,61,3,1993,1,1,1506,6267,691,9,7476997.3
3345,58527,27,0,1,76,6,1993,0,0,1909,5877,170,2,5858721.3
3346,90505,36,0,1,4,3,2001,1,1,3245,2202,759,3,9055749.1
3347,32842,93,1,0,30,2,2002,0,0,6137,8895,371,3,3291228.2
3348,49531,5,0,0,32,1,1995,0,0,8062,1554,161,6,4955365.5
3349,97472,83,1,1,54,7,2014,0,1,8163,4437,939,9,9756768.4
3350,41117,93,1,1,58,4,2004,0,0,1049,8024,214,3,4123695.4
3351,32850,49,1,1,91,4,2012,0,0,5633,4895,624,1,3296112.2
3352,25762,91,0,0,33,1,2021,1,1,7653,2448,507,6,2580119.1
3353,69179,60,0,1,9,7,1993,0,0,4155,4151,580,4,6921389.3
3354,1333,53,0,1,62,1,2016,0,1,4196,2538,210,6,139934.6
3355,91107,30,0,0,57,4,1998,0,0,8372,8521,991,2,9113493.8
3356,96843,25,1,0,66,3,2011,0,0,7338,148,202,6,9688919.1
3357,24378,27,0,1,45,8,2006,0,0,2159,3523,118,4,2441961.6
3358,8988,51,1,0,75,2,2016,1,1,8758,1125,574,0,905757.6
3359,1549,65,0,1,89,3,1999,0,1,6845,8727,220,9,165820.9
3360,79081,20,0,1,88,2,1993,0,1,7804,2741,880,7,7918094.3
3361,54077,1,0,0,98,10,2002,0,0,46,6939,521,0,5410654.2
3362,7249,79,0,1,56,1,1998,1,0,9291,7433,273,9,732666.8
3363,99095,77,0,1,49,4,2006,1,0,6432,5861,960,7,9915571.6
3364,11292,68,0,0,82,4,1998,1,1,924,7285,753,4,1132623.8
3365,36436,85,0,1,63,2,1995,0,1,4258,6587,575,2,3650349.5
3366,35727,78,1,0,14,5,2015,0,0,1124,1049,306,5,3578110.5
3367,82736,15,0,0,81,8,2007,0,0,2570,956,460,8,8276711.7
3368,50024,73,1,0,80,1,2004,0,0,9924,6654,214,0,5010562.4
3369,38535,52,0,0,6,5,2009,0,1,1039,6534,925,5,3854588.9
3370,20820,50,0,0,70,4,2014,0,0,545,3335,767,4,2088001.4
3371,20614,15,1,1,87,9,2019,1,1,9037,5714,359,5,2070677.9
3372,4776,91,1,0,92,9,2012,1,1,7864,8011,404,2,486403.2
3373,44487,98,0,1,60,10,1999,0,0,1393,5790,617,7,4453518.9
3374,5528,47,1,0,96,10,2011,1,0,5688,9298,476,5,564350.1
3375,84165,62,1,0,24,3,2010,0,1,4100,2630,992,8,8420418.0
3376,86326,18,0,0,55,6,2021,1,1,5279,5790,412,8,8635482.1
3377,37868,21,0,1,80,4,1994,1,1,9901,1846,796,8,3793089.4
3378,62328,54,1,0,72,10,2020,1,0,3805,6501,592,8,6238922.0
3379,76184,58,0,1,17,7,2010,1,1,7975,8458,647,6,7623937.0
3380,96352,25,1,1,31,9,2019,0,0,9789,1023,636,8,9643641.9
3381,831,46,0,0,86,7,2015,1,0,5943,1113,723,4,91333.5
3382,59764,78,0,1,39,5,2020,1,1,7781,5212,869,3,5981705.0
3383,33976,71,1,0,44,10,2005,1,0,6644,8993,152,9,3405161.5
3384,71627,52,0,0,91,1,2009,1,1,4683,3729,967,3,7172359.9
3385,53500,26,0,0,16,1,2018,0,1,7448,6783,362,6,5350627.8
3386,32085,94,0,0,94,8,2009,1,0,1297,2650,593,2,3216632.9
3387,48144,72,0,1,46,7,1995,1,0,1081,5174,802,1,4820543.5
3388,32939,18,0,1,70,7,2013,0,0,5777,1486,774,10,3300978.3
3389,74743,10,0,0,21,1,2013,1,1,896,2936,774,7,7476064.3
3390,44436,20,0,0,9,7,1992,0,0,5551,7874,465,2,4444815.2
3391,21834,73,0,1,10,8,2007,1,0,3222,2063,981,1,2189064.7
3392,71104,57,0,0,93,3,2008,1,1,3571,4468,854,4,7112359.8
3393,36654,43,0,1,31,10,1992,1,1,1167,4922,562,8,3673319.2
3394,40195,56,0,1,35,8,2000,0,0,1098,3115,833,6,4024544.0
3395,57072,13,1,1,37,8,2017,0,1,8424,4959,815,7,5716738.7
3396,4750,51,0,1,3,7,2002,1,1,2669,7729,552,3,478917.2
3397,43712,6,0,0,11,5,1996,0,1,5068,1344,303,9,4372014.6
3398,73733,43,1,0,23,7,2005,1,0,8747,7979,809,10,7377738.5
3399,46731,76,0,1,92,5,1997,0,0,2118,7311,757,1,4683103.7
3400,46864,3,1,0,4,7,2002,1,1,4315,6193,704,8,4690234.2
3401,6881,69,1,1,15,1,1996,1,0,379,3121,407,10,693986.6
3402,88838,41,0,0,94,5,1993,1,0,3040,8278,499,7,8892157.3
3403,90350,80,0,1,82,2,2015,0,1,3023,3934,844,7,9041614.5
3404,88408,37,0,0,79,6,2004,1,0,6195,8838,400,0,8842527.4
3405,37017,26,0,1,75,7,2000,0,0,2197,1052,655,6,3709665.0
3406,40035,37,1,1,41,10,2021,1,1,9391,7210,532,0,4010245.1
3407,49740,99,1,1,75,2,2020,0,0,4019,4690,311,5,4987445.0
3408,50296,62,1,1,59,9,1993,1,0,6698,6296,283,6,5038241.3
3409,47237,31,1,0,96,7,2003,1,1,3035,1376,974,0,4736122.3
3410,53536,62,0,0,42,4,2018,1,1,3985,1470,693,0,5356837.8
3411,68348,75,0,1,62,3,1995,0,1,2304,9343,704,4,6841098.5
3412,3790,7,0,1,55,10,2021,0,0,319,3282,864,3,383898.1
3413,31906,15,0,1,73,2,2000,1,0,6121,2749,463,9,3194626.0
3414,51672,89,0,1,76,6,1992,0,1,6292,2856,591,10,5176324.2
3415,31990,100,0,1,73,7,2018,1,0,2491,7846,974,0,3204947.8
3416,12099,53,0,0,67,2,2011,0,0,1856,9320,954,10,1216298.1
3417,29366,22,0,0,63,3,2017,0,0,6351,9159,709,9,2941676.7
3418,429,83,0,1,18,4,1996,0,1,3648,1264,990,0,49802.6
3419,65413,96,0,1,15,10,2014,0,0,2437,3629,569,5,6545051.4
3420,83090,56,1,0,94,8,1994,1,1,9920,1640,469,2,8315777.4
3421,16218,66,1,1,70,5,2015,1,1,6691,548,220,8,1630148.5
3422,64943,100,0,0,8,5,2000,0,0,6076,483,942,9,6495254.0
3423,1947,6,0,0,43,10,2013,1,1,8878,2035,385,6,198209.3
3424,4009,37,1,0,74,4,2005,0,0,2551,1820,847,4,406778.5
3425,41404,2,0,0,69,2,2020,1,0,7226,9838,814,8,4147112.0
3426,34469,70,0,1,26,3,2007,1,1,1828,9672,677,4,3450552.7
3427,16254,27,1,0,36,7,2020,0,0,2964,186,763,6,1630892.0
3428,63941,22,0,0,12,10,1994,1,1,9722,7407,340,4,6396123.4
3429,65582,39,0,1,98,7,2003,1,0,2051,5857,613,10,6563957.3
3430,49407,4,0,0,68,8,2008,1,0,6894,7813,805,5,4947076.8
3431,17847,99,1,0,93,1,2011,1,0,2023,7689,929,0,1796189.1
3432,73769,84,1,0,27,2,1994,1,1,8290,4278,243,6,7385023.4
3433,40912,4,1,1,45,1,1992,0,0,7528,4000,602,8,4100574.2
3434,30632,43,0,1,81,2,1999,0,1,7695,2103,721,7,3071259.9
3435,92329,97,0,1,97,6,2004,1,0,6386,6535,950,5,9242250.4
3436,94457,63,1,1,29,2,2007,0,0,3310,9491,520,9,9453238.7
3437,45739,67,1,0,52,3,2005,1,0,5377,2146,225,7,4576141.5
3438,31774,3,1,0,47,9,1998,0,1,251,5011,986,0,3180672.8
3439,272,79,0,1,8,6,2011,1,1,2951,2630,866,9,30703.1
3440,92618,66,1,1,88,9,2020,1,0,6347,6920,668,5,9267692.0
3441,97566,74,1,0,41,10,2004,0,0,4550,8492,106,6,9765060.4
3442,74348,61,0,1,85,10,2008,1,0,5707,6156,950,1,7438478.8
3443,34035,90,0,0,91,3,2001,0,0,8830,4387,950,2,3407854.1
3444,25078,90,0,1,81,1,1998,1,0,3290,2225,151,0,2514434.8
3445,80023,30,1,0,48,6,2011,0,1,2021,2764,932,3,8011758.1
3446,4141,55,1,1,19,7,2021,0,1,4806,909,999,2,421086.1
3447,87245,63,0,0,17,7,2021,0,0,713,6224,560,9,8726378.1
3448,15981,9,0,0,91,7,2004,1,1,8694,2172,565,2,1600688.4
3449,66944,3,1,0,16,9,2007,1,0,7887,5075,480,10,6698622.7
3450,71437,100,1,0,68,5,2001,1,0,7016,9061,857,9,7150458.1
3451,33742,65,1,0,98,6,1993,0,0,5601,9272,699,2,3385270.3
3452,37677,5,1,1,32,10,2002,1,0,5108,973,102,8,3776536.2
3453,3760,92,0,1,60,9,1995,1,1,6117,1139,463,5,382598.5
3454,1668,74,0,0,20,8,1994,0,0,8337,6615,944,10,168399.4
3455,74500,68,0,0,54,9,2017,0,0,9321,3341,192,5,7452595.7
3456,88272,79,1,0,76,4,2007,0,1,5554,1243,619,2,8835369.7
3457,42230,5,0,1,16,7,2019,0,0,9505,9183,466,8,4228536.9
3458,21346,36,1,1,36,9,2016,0,1,7454,5489,559,6,2144809.6
3459,62388,33,1,0,21,6,2002,0,1,2298,7307,601,4,6244189.2
3460,9196,17,0,1,11,5,2010,1,1,5450,4963,661,9,926114.0
3461,3939,40,1,1,70,2,2021,1,1,724,8560,711,6,404238.1
3462,5132,54,1,1,42,6,2018,0,0,3199,5389,215,2,520566.8
3463,52820,58,1,1,8,9,2005,0,0,1293,248,581,7,5289930.5
3464,56694,26,0,0,46,8,1992,1,1,9061,3036,376,10,5674217.2
3465,21648,13,1,1,99,6,1991,1,0,4049,1715,176,9,2177627.1
3466,11513,88,1,1,88,8,2018,1,0,6944,4854,531,2,1160638.8
3467,86850,86,0,0,11,4,2013,0,0,3299,4384,163,6,8685896.3
3468,84311,87,1,1,96,5,1992,0,1,8730,4324,779,10,8444031.2
3469,70139,57,1,1,78,10,1991,0,1,9024,2078,247,8,7021733.1
3470,38691,59,1,1,54,3,2019,0,1,4480,8502,342,6,3877340.9
3471,4769,15,1,1,90,2,2004,0,0,6732,2093,307,9,488123.4
3472,4456,65,1,0,79,2,2015,0,1,9586,8645,745,2,451747.5
3473,66727,25,0,1,24,8,2017,0,0,8190,569,239,4,6675463.7
3474,21856,5,1,1,22,4,2003,0,1,2477,3619,298,5,2190424.3
3475,73542,93,0,1,38,10,2001,0,0,3417,6635,158,3,7361356.1
3476,13423,62,0,0,32,1,2007,0,1,5986,711,470,10,1344222.7
3477,91361,89,0,0,90,10,1994,0,1,8906,945,548,8,9138709.4
3478,8583,64,1,0,92,2,2015,1,0,5844,4576,421,4,868189.5
3479,67671,96,0,0,23,10,1998,1,1,2969,1761,359,5,6769786.8
3480,74235,80,0,0,19,3,1994,0,1,7524,3927,320,0,7424923.4
3481,37531,25,1,0,10,10,2016,0,1,5552,6261,568,8,3757051.6
3482,66610,8,0,0,18,4,2000,0,0,4538,1202,127,10,6662840.0
3483,88869,11,0,0,84,7,2011,0,0,2889,1895,482,5,8893331.1
3484,56102,64,1,0,93,10,2004,1,0,8973,6292,236,1,5620090.4
3485,98114,73,1,0,52,10,2019,0,1,734,3127,365,0,9817419.9
3486,82310,95,1,1,55,2,2005,1,0,8556,673,793,10,8240688.5
3487,6601,52,1,1,81,10,2016,0,1,2785,927,384,4,674121.6
3488,39130,3,0,1,52,3,2004,1,1,3279,2622,383,6,3921493.4
3489,26848,77,1,1,21,3,2012,1,0,4748,865,729,1,2689927.2
3490,77975,28,1,1,22,2,1999,1,0,1438,8536,252,10,7801482.9
3491,78739,4,1,0,87,10,2007,1,1,6589,8138,614,6,7883763.7
3492,59704,32,0,0,84,7,2009,0,1,9312,157,248,5,5974678.9
3493,1634,10,0,1,1,5,1994,1,1,3569,5899,526,6,166341.4
3494,83954,71,0,0,60,7,1990,1,0,7983,143,557,9,8396809.0
3495,6381,56,0,0,78,5,2013,0,1,3859,7504,933,2,639687.3
3496,16817,53,0,1,100,8,1998,0,0,9966,7012,812,0,1694147.8
3497,88402,75,0,1,75,7,1997,1,1,262,9712,825,0,8848110.7
3498,54789,5,1,0,12,4,2007,0,1,3145,6027,583,2,5484239.7
3499,12020,56,1,1,47,10,1991,0,1,5153,5416,141,2,1212214.1
3500,16602,31,0,0,62,2,2002,1,1,1529,7057,624,1,1664806.2
3501,81800,16,0,1,78,7,2011,0,1,4694,6438,456,8,8188934.1
3502,211,10,0,0,46,7,2009,0,1,3367,1039,436,1,24058.9
3503,21106,58,1,1,86,5,2006,0,1,2357,3590,607,2,2117995.6
3504,53833,77,0,1,73,5,1991,1,0,4671,3220,209,1,5388850.1
3505,96246,62,1,0,37,5,2009,1,0,3918,6455,893,7,9631618.9
3506,62199,61,0,0,37,5,2011,1,0,1668,2759,156,8,6222956.1
3507,67216,72,1,0,60,10,2016,0,0,1579,316,937,3,6729066.6
3508,82395,4,1,1,22,4,2017,1,1,561,1725,474,3,8246501.7
3509,89880,93,1,1,57,7,1992,0,1,1266,4737,880,4,8998164.2
3510,42686,61,0,0,45,7,1995,1,0,4775,1445,654,1,4271554.5
3511,68043,34,0,1,66,7,2012,1,0,705,28,672,0,6814850.2
3512,88821,1,0,0,44,5,2016,1,0,3418,8434,997,9,8886403.6
3513,74641,91,0,0,16,6,2020,0,1,2163,6351,378,4,7465378.0
3514,32121,41,1,1,17,6,2013,0,1,3308,5744,750,7,3220114.3
3515,43665,51,0,1,43,2,2004,1,0,9936,3646,293,5,4375632.4
3516,22849,54,0,0,17,2,2014,0,1,4439,5229,174,8,2286370.4
3517,51021,1,0,0,68,9,2011,1,0,9252,4943,251,3,5108595.1
3518,25316,99,1,0,17,4,1999,1,0,5367,2275,541,3,2535882.9
3519,77346,34,0,1,43,6,2010,1,1,5367,6179,138,4,7738601.0
3520,18346,7,0,1,43,2,1998,1,1,1311,2351,477,9,1839603.8
3521,72368,74,1,0,91,7,2002,0,0,9310,2219,331,10,7245229.2
3522,18014,85,1,1,67,2,2015,0,0,9508,7725,872,3,1810349.5
3523,56391,99,1,0,9,3,1992,0,0,349,5379,151,2,5641537.2
3524,30007,48,1,1,36,10,1993,0,1,8831,7327,485,6,3008473.3
3525,70179,50,0,1,96,9,2021,1,0,187,9880,981,2,7027779.1
3526,4813,2,1,1,67,8,2002,0,0,2360,9376,317,4,495134.2
3527,80331,49,0,0,56,6,1995,1,0,5982,3504,911,4,8037047.5
3528,68153,45,1,1,22,10,2013,1,0,2387,9191,493,5,6822830.3
3529,90954,57,1,1,68,4,1990,0,0,2413,2717,337,5,9102269.0
3530,24168,18,0,0,92,9,2017,0,1,736,4171,504,4,2420503.7
3531,10781,21,1,0,31,10,2020,0,1,1309,1688,398,0,1085988.0
3532,70810,37,1,0,23,10,2011,0,0,2970,3127,504,5,7086297.1
3533,92505,51,1,1,50,9,1997,1,0,0,8449,268,0,9259024.7
3534,4768,93,0,1,66,7,2016,1,0,5704,9010,942,3,483681.6
3535,23668,11,0,1,23,5,2016,0,0,9512,1084,199,10,2372045.6
3536,27093,14,1,1,34,1,1996,1,0,640,8108,515,2,2718663.6
